Date,Home,Away,HG,AG,League,Season,Country,Round,Status,SourceLeagueName,SourceLeagueId
2025-09-21,Monterrey,Club America,2,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-21,Pumas U.N.A.M.,Tigres UANL,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-21,Chivas Guadalajara,Toluca,0,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-20,Club Tijuana,Club Leon,5,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-20,Necaxa,Puebla,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-20,CDSyC Cruz Azul,FC Juarez,3,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-20,Mazatlan FC,Atlas,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-20,Pachuca,Queretaro FC,0,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-18,Chivas Guadalajara,Tigres UANL,0,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-15,Atletico San Luis,Club Tijuana,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-14,Queretaro FC,Monterrey,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-14,Club America,Chivas Guadalajara,1,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-14,Toluca,Puebla,3,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-14,Tigres UANL,Club Leon,0,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-14,Atlas,Santos Laguna,2,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-13,Necaxa,FC Juarez,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-13,Pachuca,CDSyC Cruz Azul,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-13,Mazatlan FC,Pumas U.N.A.M.,1,4,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-09-01,Club Tijuana,Necaxa,3,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-31,Club America,Pachuca,2,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-31,Chivas Guadalajara,CDSyC Cruz Azul,1,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-31,Santos Laguna,Tigres UANL,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-31,Pumas U.N.A.M.,Atlas,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-30,Club Leon,Queretaro FC,3,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-30,Puebla,Monterrey,2,4,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-30,FC Juarez,Mazatlan FC,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-30,Atletico San Luis,Toluca,1,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-25,Atlas,Club America,2,4,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-24,Mazatlan FC,Tigres UANL,2,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-24,Monterrey,Necaxa,3,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-24,Pumas U.N.A.M.,Puebla,0,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-24,CDSyC Cruz Azul,Toluca,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-23,Club Leon,Pachuca,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-23,Club Tijuana,Chivas Guadalajara,3,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-23,Queretaro FC,Atletico San Luis,3,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-23,FC Juarez,Santos Laguna,2,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-18,Monterrey,Mazatlan FC,3,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-17,Pachuca,Club Tijuana,0,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-17,CDSyC Cruz Azul,Santos Laguna,3,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-17,Tigres UANL,Club America,1,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-17,Queretaro FC,Atlas,3,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-17,Toluca,Pumas U.N.A.M.,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-16,Chivas Guadalajara,FC Juarez,1,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-16,Necaxa,Club Leon,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-16,Puebla,Atletico San Luis,0,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-12,Atletico San Luis,CDSyC Cruz Azul,1,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-12,FC Juarez,Toluca,0,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-12,Club Leon,Monterrey,1,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-11,Santos Laguna,Chivas Guadalajara,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-11,Pumas U.N.A.M.,Necaxa,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-10,Atlas,Pachuca,0,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-10,Club America,Queretaro FC,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-10,Mazatlan FC,Club Tijuana,2,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-08-09,Tigres UANL,Puebla,7,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-27,Necaxa,Club America,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-27,Monterrey,Atlas,3,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-27,Toluca,Tigres UANL,3,4,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-27,CDSyC Cruz Azul,Club Leon,4,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-26,Club Tijuana,FC Juarez,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-26,Puebla,Santos Laguna,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-26,Queretaro FC,Pumas U.N.A.M.,0,2,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-26,Pachuca,Mazatlan FC,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-26,Chivas Guadalajara,Atletico San Luis,4,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-20,Pumas U.N.A.M.,Pachuca,2,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-20,Atlas,CDSyC Cruz Azul,3,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-20,Tigres UANL,FC Juarez,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-20,Club Leon,Chivas Guadalajara,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-19,Mazatlan FC,Puebla,2,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-19,Atletico San Luis,Monterrey,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-19,Necaxa,Queretaro FC,3,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-17,Santos Laguna,Toluca,2,4,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-17,Club America,Club Tijuana,3,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-14,Club Leon,Atletico San Luis,0,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-13,Pachuca,Monterrey,3,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-13,CDSyC Cruz Azul,Mazatlan FC,0,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-13,Toluca,Necaxa,3,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-13,Santos Laguna,Pumas U.N.A.M.,3,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-12,FC Juarez,Club America,1,1,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-12,Club Tijuana,Queretaro FC,1,0,Liga MX,2025,,,FT,Primera Division Liga MX,10415
2025-07-12,Puebla,Atlas,2,3,Liga MX,2025,,,FT,Primera Division Liga MX,10415
